from,starting label,QID,label,depth,target
Q42253,Uniform Resource Locator,Q317623,technical standard,1,1
Q42253,Uniform Resource Locator,Q45941145,data standard,2,0
Q42253,Uniform Resource Locator,Q105990097,UNIX 93,2,0
Q42253,Uniform Resource Locator,Q56277227,Launch Unit,2,0
Q42253,Uniform Resource Locator,Q2309650,MPEG-3,2,0
Q42253,Uniform Resource Locator,Q5570849,Global information management Metrics eXchange,2,0
Q42253,Uniform Resource Locator,Q375479,standard illuminant,2,0
Q42253,Uniform Resource Locator,Q105990004,UNIX 95,2,0
Q1276130,extract  transform  load,Q6661985,data processing,1,1
Q1276130,extract  transform  load,Q18352767,JSON Streaming,2,0
Q1276130,extract  transform  load,Q25110138,borehole imaging log,2,0
Q1276130,extract  transform  load,Q5227287,data extraction,2,1
Q1276130,extract  transform  load,Q1149776,data management,2,1
Q1276130,extract  transform  load,Q15618647,data warehousing product,3,1
Q1276130,extract  transform  load,Q205446,dataflow,3,1
Q1276130,extract  transform  load,Q386824,data integration,3,1
Q1276130,extract  transform  load,Q1932543,data migration,3,1
Q1276130,extract  transform  load,Q15618646,ETL tool,4,1
Q1017587,Business Objects,Q4830453,business,1,1
Q1017587,Business Objects,Q6881511,enterprise,1,1
Q1017587,Business Objects,Q1132207,business incubator,2,0
Q1017587,Business Objects,Q16968466,regional health authority,2,0
Q1017587,Business Objects,Q2566474,sutler,2,0
Q1017587,Business Objects,Q220142,pet store,2,0
Q1017587,Business Objects,Q3591545,financial service company,2,0
Q1017587,Business Objects,Q161726,multinational corporation,2,0
Q1017587,Business Objects,Q105547053,UK cable company,2,0
Q1017587,Business Objects,Q1058914,software company,2,0
Q1017587,Business Objects,Q7830259,Township and Village Enterprises,2,0
Q1017587,Business Objects,Q25112142,dental service organization,2,0
Q11306265,noise,Q7692348,technical limitation,1,1
Q11306265,noise,Q33104303,concept in physics,1,1
Q11306265,noise,Q7554305,Software incompatibility,2,0
Q11306265,noise,Q7275763,RAM limit,2,0
Q11306265,noise,Q1221006,maximum operating altitude,2,0
Q11306265,noise,Q852894,Year 2010 problem,2,0
Q11306265,noise,Q18210350,bottleneck,2,0
Q15171,Address Resolution Protocol,Q290378,internet standard,1,1
Q15171,Address Resolution Protocol,Q15836568,computer network protocol,1,1
Q15171,Address Resolution Protocol,Q1422324,Telecommunications Management Network,2,1
Q15171,Address Resolution Protocol,Q28380029,network file system,2,0
Q15171,Address Resolution Protocol,Q8777,Hypertext Transfer Protocol,2,0
Q15171,Address Resolution Protocol,Q5013874,CRFS (Coherent Remote File System),2,0
Q15171,Address Resolution Protocol,Q2622793,JetDirect,2,0
Q15171,Address Resolution Protocol,Q3359815,PPPoX,2,0
Q2867785,AFNIC,Q4830453,business,1,1
Q2867785,AFNIC,Q6881511,enterprise,1,1
Q2867785,AFNIC,Q9067653,domain name registry,1,1
Q2867785,AFNIC,Q1631103,hotel garni,2,0
Q2867785,AFNIC,Q811404,Bauhof,2,0
Q2867785,AFNIC,Q97307779,coworking space,2,0
Q2867785,AFNIC,Q2566474,sutler,2,0
Q2867785,AFNIC,Q3591545,financial service company,2,0
Q2867785,AFNIC,Q69574371,bicycle part manufacturing company,2,0
Q2867785,AFNIC,Q60614978,distributor,2,0
Q2867785,AFNIC,Q61984598,advertising technology company,2,0
Q2867785,AFNIC,Q63968517,print syndicate,2,0
Q2867785,AFNIC,Q90316218,motor manufacturer,2,0
Q2867785,AFNIC,Q1369723,Web Agency,2,0
Q2867785,AFNIC,Q967140,media agency,2,0
Q2867785,AFNIC,Q1132207,business incubator,2,0
Q2867785,AFNIC,Q16968466,regional health authority,2,0
Q2867785,AFNIC,Q76384696,linen mill,2,0
Q2867785,AFNIC,Q3487908,venture capital firm,2,0
Q2867785,AFNIC,Q220142,pet store,2,0
Q2867785,AFNIC,Q161726,multinational corporation,2,0
Q2867785,AFNIC,Q1321781,investment company,2,0
Q2867785,AFNIC,Q105547053,UK cable company,2,0
Q2867785,AFNIC,Q12893467,industrial laundry,2,0
Q2867785,AFNIC,Q1058914,software company,2,0
Q2867785,AFNIC,Q12043474,public relations agency,2,0
Q4007363,ITU Telecommunication Standardization Sector,Q1328899,standards organization,1,1
Q4007363,ITU Telecommunication Standardization Sector,Q43229,organization,1,1
Q4007363,ITU Telecommunication Standardization Sector,Q1518309,Gesellenverein,2,0
Q4007363,ITU Telecommunication Standardization Sector,Q5380419,Enterprises in the Soviet Union,2,0
Q4007363,ITU Telecommunication Standardization Sector,Q107427512,bird ringing centre,2,0
Q4007363,ITU Telecommunication Standardization Sector,Q4736565,Alternative trading organization,2,0
Q4007363,ITU Telecommunication Standardization Sector,Q26180917,hiking center,2,0
Q4007363,ITU Telecommunication Standardization Sector,Q1311569,Railway divisions in Germany,2,0
Q4007363,ITU Telecommunication Standardization Sector,Q7835148,transport standards organization,2,0
Q4007363,ITU Telecommunication Standardization Sector,Q110666024,deemed partnership,2,0
Q4007363,ITU Telecommunication Standardization Sector,Q1443933,design studio,2,0
Q4007363,ITU Telecommunication Standardization Sector,Q294801,eco-control body,2,0
Q4007363,ITU Telecommunication Standardization Sector,Q5055151,caving organization,2,0
Q4007363,ITU Telecommunication Standardization Sector,Q5155040,community project,2,0
Q4007363,ITU Telecommunication Standardization Sector,Q1934969,defense contractor,2,0
Q4007363,ITU Telecommunication Standardization Sector,Q2993760,conseil de fabrique,2,0
Q4007363,ITU Telecommunication Standardization Sector,Q1642895,lineage,2,0
Q42591,mp3,Q20198160,lossy audio coding format,1,1
Q42591,mp3,Q55564,lossy compression,1,1
Q42591,mp3,Q830840,audio compression,1,1
Q42591,mp3,Q2720536,proprietary file format,1,1
Q42591,mp3,Q682626,audio file format,1,1
Q42591,mp3,Q1056408,open file format,1,1
Q42591,mp3,Q300036,Adaptive Transform Acoustic Coding,2,1
Q42591,mp3,Q17144022,stem,2,0
Q42591,mp3,Q8436198,free format,2,1
Q42591,mp3,Q758853,Audio Interchange File Format,2,1
Q42591,mp3,Q7259827,Pumping,2,1
Q42591,mp3,Q2141903,Photoshop File Format,2,0
Q42591,mp3,Q3415066,Raw audio,2,1
Q42591,mp3,Q379637,Multi-Band Excitation,2,1
Q42591,mp3,Q1053358,AutoCAD Drawing,2,0
Q786900,MSISDN,Q101244,acronym,1,1
Q786900,MSISDN,Q466981,recursive acronym,2,0
Q786900,MSISDN,Q1257438,three-letter acronym,2,0
Q1359246,Jira,Q167035,project management software,1,1
Q1359246,Jira,Q1480561,issue tracking system,1,1
Q1359246,Jira,Q956086,bug tracking system,1,1
Q1359246,Jira,Q218616,proprietary software,1,1
Q1359246,Jira,Q178285,freeware,2,1
Q1359246,Jira,Q763151,proprietary device driver,2,1
Q1359246,Jira,Q5530385,Gelato,2,0
Q1359246,Jira,Q6543028,license-free software,2,0
Q1359246,Jira,Q9361521,trial,2,1
Q1359246,Jira,Q3512599,TV Giant,2,0
Q1359246,Jira,Q185534,shareware,2,0
Q1359246,Jira,Q43627,Macintosh operating systems,2,0
Q1359246,Jira,Q1444631,freemium,2,1
Q1359246,Jira,Q1340793,commercial software,2,1
Q1377194,European Union Agency for Cybersecurity,Q392918,European Union agency,1,1
Q1377194,European Union Agency for Cybersecurity,Q2826637,executive agency of the European Union,2,1
Q1377194,European Union Agency for Cybersecurity,Q107671432,service department of the European Commission,2,1
Q1536,Coordinated Universal Time,Q6313217,time standard,1,1
Q1536,Coordinated Universal Time,Q219919,local mean time,2,0
Q1536,Coordinated Universal Time,Q12143,time zone,2,1
Q1536,Coordinated Universal Time,Q2558763,Earth time,2,1
Q1536,Coordinated Universal Time,Q462926,dynamical time,2,0
Q1536,Coordinated Universal Time,Q849275,civil time,2,1
Q1536,Coordinated Universal Time,Q17272692,IANA time zone,3,0
Q1536,Coordinated Universal Time,Q36669,daylight saving time,3,0
Q1536,Coordinated Universal Time,Q17272482,time zone named for a UTC offset,3,1
Q1536,Coordinated Universal Time,Q10860882,winter time,3,0
Q1536,Coordinated Universal Time,Q17280916,seasonal time zone,3,0
Q1536,Coordinated Universal Time,Q1777301,standard time,3,1
Q1536,Coordinated Universal Time,Q4127125,time in the United Kingdom,3,0
Q1125400,Confluence,Q474157,collaborative software,1,1
Q1125400,Confluence,Q6686945,wiki software,1,1
Q1125400,Confluence,Q107415,Group decision support systems,2,0
Q1125400,Confluence,Q12313595,collaborative real-time editor,2,1
Q1125400,Confluence,Q28135300,Workplace from Meta,2,1
Q22732,Streisand effect,Q862279,cobra effect,1,1
Q22732,Streisand effect,Q602884,social phenomenon,1,1
Q22732,Streisand effect,Q1229501,distinction,2,0
Q22732,Streisand effect,Q7572823,spaghetti bowl effect,2,0
Q22732,Streisand effect,Q1784829,passing,2,0
Q338978,Access Point Name_Enable,Q853614,identifier,1,1
Q338978,Access Point Name_Enable,Q110609500,type of register,2,0
Q338978,Access Point Name_Enable,Q54975531,incorrect identifier value,2,0
Q338978,Access Point Name_Enable,Q1268470,product key,2,0
Q338978,Access Point Name_Enable,Q369494,Joint Electronics Type Designation System,2,0
Q1077480,hypervisor,Q17155032,software category,1,1
Q1077480,hypervisor,Q3077240,forge,2,0
Q1077480,hypervisor,Q28168011,X server,2,0
Q1077480,hypervisor,Q570871,email client,2,0
Q1077480,hypervisor,Q1074158,educational software,2,0
Q1077480,hypervisor,Q487365,gateway,2,0
Q1077480,hypervisor,Q1727373,lint,2,0
Q54366,packet analyzer,Q17155032,software category,1,1
Q54366,packet analyzer,Q907342,compatibility layer,2,0
Q54366,packet analyzer,Q28168011,X server,2,0
Q54366,packet analyzer,Q1074158,educational software,2,0
Q54366,packet analyzer,Q1727373,lint,2,0
Q54366,packet analyzer,Q570871,email client,2,0
Q54366,packet analyzer,Q643876,Virtual printer,2,0
Q54366,packet analyzer,Q28057030,ERP software,2,0
Q54366,packet analyzer,Q3077240,forge,2,0
Q54366,packet analyzer,Q15079042,spaced repetition software,2,0
Q166142,application,Q17155032,software category,1,1
Q166142,application,Q907342,compatibility layer,2,0
Q166142,application,Q28168011,X server,2,1
Q166142,application,Q1074158,educational software,2,1
Q166142,application,Q487365,gateway,2,0
Q166142,application,Q1727373,lint,2,1
Q166142,application,Q1756442,LR parser,2,0
Q166142,application,Q643876,Virtual printer,2,1
Q166142,application,Q570871,email client,2,1
Q166142,application,Q28057030,ERP software,2,1
Q166142,application,Q3077240,forge,2,1
Q166142,application,Q15079042,spaced repetition software,2,1
Q257597,SWIFT,Q15028,International Organization for Standardization,1,1
Q257597,SWIFT,Q986008,payment system,1,1
Q257597,SWIFT,Q13479982,cryptocurrency,2,0
Q257597,SWIFT,Q41349,smart card,2,0
Q257597,SWIFT,Q27917249,electronic toll collection system,2,0
Q257597,SWIFT,Q7927997,video tolling,2,0
Q257597,SWIFT,Q1436963,payment card,2,0
Q257597,SWIFT,Q1365703,mobile payment,2,1
Q257597,SWIFT,Q191627,letter of credit,2,0
Q257597,SWIFT,Q16335933,prepayment for service,2,0
Q257597,SWIFT,Q351764,e-commerce payment system,2,1
Q257597,SWIFT,Q1191337,electronic toll collection,2,0
Q257597,SWIFT,Q1147226,digital wallet,2,1
Q257597,SWIFT,Q40186999,cryptocurrency wallet,3,0
Q257597,SWIFT,Q10851060,icash,3,0
Q92438,microblogging,Q4485156,software feature,1,1
Q92438,microblogging,Q25021307,Linux namespaces,2,0
Q92438,microblogging,Q4346042,Do What I Mean,2,0
Q92438,microblogging,Q60755507,crypto-agility,2,0
Q92438,microblogging,Q554950,recommender system,2,1
Q92438,microblogging,Q459708,features of Firefox,2,0
Q92438,microblogging,Q55070019,video game feature,2,0
Q92438,microblogging,Q6407552,killer feature,2,0
Q92438,microblogging,Q842193,sandbox,2,0
Q92438,microblogging,Q1344046,first-class functions,2,0
Q92438,microblogging,Q110509814,neural network layer,2,0
Q92438,microblogging,Q48835386,Feed,2,1
Q92438,microblogging,Q4434361,contact list,2,1
Q92438,microblogging,Q87067351,result view,2,0
Q92438,microblogging,Q5057302,sound recording process,2,0
Q92438,microblogging,Q440972,compatibility mode,2,0
Q92438,microblogging,Q24839054,sticker,2,0
Q899288,multicast,Q874048,packet forwarding,1,1
Q762660,KeePass,Q1281199,password manager,1,1
Q762660,KeePass,Q506883,free and open-source software,1,1
Q762660,KeePass,Q21125433,free or open-source video game,2,0
Q762660,KeePass,Q15968274,GNOME Core Applications,2,0
Q133454,high-definition television,Q317623,technical standard,1,1
Q133454,high-definition television,Q1144899,broadcast television system,1,1
Q133454,high-definition television,Q2043680,PAL-60,2,1
Q133454,high-definition television,Q917023,SSI motherboard form factors,2,0
Q133454,high-definition television,Q2309650,MPEG-3,2,0
Q133454,high-definition television,Q105047548,Housing standards,2,0
Q133454,high-definition television,Q85875700,Norma Oficial Mexicana,2,0
Q133454,high-definition television,Q2680559,industry standard,2,1
Q133454,high-definition television,Q2043676,PAL-50,2,1
Q133454,high-definition television,Q99602118,NTSC analog television standard,2,1
Q133454,high-definition television,Q45941145,data standard,2,0
Q133454,high-definition television,Q105990097,UNIX 93,2,0
Q133454,high-definition television,Q56277227,Launch Unit,2,0
Q133454,high-definition television,Q375479,standard illuminant,2,0
Q133454,high-definition television,Q105990004,UNIX 95,2,0
Q288682,XACML,Q20155966,XML-based format,1,1
Q288682,XACML,Q9143,programming language,1,1
Q288682,XACML,Q2115,Extensible Markup Language,1,1
Q787631,Business Process Execution Language,Q105695317,workflow language,1,1
Q2826678,Agence nationale des fréquences,Q327333,government agency,1,1
Q2826678,Agence nationale des fréquences,Q6134903,undersecretariat,2,0
Q2826678,Agence nationale des fréquences,Q59562118,General Secretariat,2,0
Q2826678,Agence nationale des fréquences,Q627329,job centre,2,0
Q2826678,Agence nationale des fréquences,Q111661270,territorial agency of the United States,2,0
Q2826678,Agence nationale des fréquences,Q28599747,education agency,2,0
Q2826678,Agence nationale des fréquences,Q819340,Bergamt,2,0
Q2826678,Agence nationale des fréquences,Q10312979,junta geral,2,0
Q2826678,Agence nationale des fréquences,Q68306459,Danish government agency,2,0
Q2826678,Agence nationale des fréquences,Q56148524,Body of the Government of India,2,0
Q2826678,Agence nationale des fréquences,Q1851579,Secretariat of the Central Committee of the Communist Party of the Soviet Union,2,0
Q2826678,Agence nationale des fréquences,Q3029442,directorate,2,0
Q2826678,Agence nationale des fréquences,Q732717,law enforcement agency,2,0
Q2826678,Agence nationale des fréquences,Q68295960,Swedish government agency,2,0
Q2826678,Agence nationale des fréquences,Q59456832,medical board,2,0
Q2826678,Agence nationale des fréquences,Q392484,Agence de l'eau en France,2,0
Q2826678,Agence nationale des fréquences,Q22815176,Forestry,2,0
Q2826678,Agence nationale des fréquences,Q1469645,cadastral office,2,0
Q2826678,Agence nationale des fréquences,Q7138164,park district,2,0
Q2826678,Agence nationale des fréquences,Q192350,ministry,2,0
Q2826678,Agence nationale des fréquences,Q779494,Ausländerbehörde,2,0
Q2826678,Agence nationale des fréquences,Q3491114,Soprintendenza,2,0
Q2826678,Agence nationale des fréquences,Q7096692,Operating authority,2,0
Q2826678,Agence nationale des fréquences,Q1639780,regulatory agency,2,0
Q11278,Hyper-V,Q1077480,hypervisor,1,1
Q11278,Hyper-V,Q26430975,Microsoft Windows component,1,1
Q11278,Hyper-V,Q1370727,Windows service,2,1
Q9184057,CLIR,Q58325919,telecommunications services,1,1
Q55692,Active Directory,Q756230,directory service,1,1
Q1128649,H.323,Q1562489,ITU-T recommendations H-series,1,1
Q1128649,H.323,Q132364,communication protocol,1,1
Q10322548,MQTT,Q15836568,computer network protocol,1,1
Q10322548,MQTT,Q1422324,Telecommunications Management Network,2,1
Q10322548,MQTT,Q8795,Internet Protocol,2,1
Q10322548,MQTT,Q81414,Internet protocol suite,2,1
Q3702971,personal data,Q2135465,legal concept,1,1
Q3702971,personal data,Q4056447,Author’s certificate,2,0
Q3702971,personal data,Q256658,stand-your-ground law,2,0
Q3702971,personal data,Q6303109,judiciary of Italy,2,0
Q3702971,personal data,Q694752,false imprisonment,2,0
Q2539,machine learning,Q11862829,academic discipline,1,1
